,Unnamed: 0,customer_email,transaction_id,order_id,payment_method_id,payment_method_registration_failure,payment_method_type,payment_method_provider,transaction_amount,transaction_failed,order_state
54,54,meganwalters@chavez.com,hkcfpxan,2p3zor,o2ct2h9fp,0,card,Mastercard,34,0,fulfilled
55,55,caleb94@sutton.info,n7vnyysr,49zp0m,5a44rykx3,0,card,VISA 16 digit,19,0,failed
56,56,caleb94@sutton.info,mx7hay87,eqpu3r,5a44rykx3,0,card,VISA 16 digit,46,0,fulfilled
57,57,caleb94@sutton.info,vby375q9,gzlvco,5a44rykx3,0,card,VISA 16 digit,39,0,fulfilled
58,58,caleb94@sutton.info,1ti2lm0o,p1yden,5a44rykx3,0,card,VISA 16 digit,35,0,fulfilled
59,59,caleb94@sutton.info,fwq4f8bn,bkvs1p,5a44rykx3,0,card,VISA 16 digit,46,0,failed
64,64,dana09@yahoo.com,3cryzmi3,giqilg,ww9fq10ca,0,bitcoin,JCB 16 digit,12,0,fulfilled
65,65,dana09@yahoo.com,koade5oa,giqilg,1lejsiqz7,0,card,JCB 16 digit,12,1,fulfilled
66,66,dana09@yahoo.com,2yzkbxnq,g56nmt,ww9fq10ca,0,bitcoin,JCB 16 digit,33,0,fulfilled
67,67,dana09@yahoo.com,okdmow3s,g56nmt,1lejsiqz7,0,card,JCB 16 digit,33,1,fulfilled
68,68,dana09@yahoo.com,wt1g1zul,g56nmt,ww9fq10ca,0,bitcoin,JCB 16 digit,33,1,fulfilled
69,69,dana09@yahoo.com,scls9w4j,2ai67b,1lejsiqz7,0,card,JCB 16 digit,40,0,fulfilled
70,70,alec27@bell.com,jbnf5zpw,28xxko,6n2psn50k,0,card,Voyager,34,0,pending
71,71,alec27@bell.com,60kuyxra,iyl91j,6n2psn50k,0,card,Voyager,12,0,fulfilled
72,72,alec27@bell.com,gj13pt1o,j7ene4,6n2psn50k,0,card,Voyager,30,0,fulfilled
73,73,alec27@bell.com,u6wa5ysx,j7ene4,6n2psn50k,0,card,Voyager,30,1,fulfilled
74,74,alec27@bell.com,vfrua0id,j7ene4,366dsl3w0,0,card,VISA 16 digit,30,1,fulfilled
75,75,alec27@bell.com,jh5r2s3s,mir5zf,366dsl3w0,0,card,VISA 16 digit,22,0,fulfilled
76,76,juliecook@hotmail.com,5855qbk5,p6g2g0,rqpuq19z6,0,card,Voyager,11,0,fulfilled
77,77,juliecook@hotmail.com,6lf1jy8o,7y5qly,rqpuq19z6,0,card,Voyager,14,0,fulfilled
78,78,meganberry@clark.biz,74b4ih1u,1d19rh,bcetnywn4,0,card,JCB 16 digit,37,0,fulfilled
79,79,meganberry@clark.biz,1u5d7k9y,deh1ao,bcetnywn4,0,card,JCB 16 digit,42,0,fulfilled
80,80,meganberry@clark.biz,o4z2x2e9,deh1ao,bcetnywn4,0,card,JCB 16 digit,42,1,fulfilled
81,81,meganberry@clark.biz,85k8mjpo,xdmwyo,bcetnywn4,0,card,JCB 16 digit,11,0,fulfilled
82,82,meganberry@clark.biz,ubm4tzca,00z9c8,bcetnywn4,0,card,JCB 16 digit,29,0,fulfilled
83,83,psantiago@nelson.net,6p2l2jxb,f5vg4r,yngba9iss,0,paypal,JCB 16 digit,31,0,fulfilled
84,84,harrisnicholas@mitchell-hancock.com,k5x38nss,xxn508,1adbjdqx8,0,card,American Express,33,0,failed
85,85,harrisnicholas@mitchell-hancock.com,6mas9ujn,5vvhqu,1adbjdqx8,0,card,American Express,47,1,fulfilled
86,86,harrisnicholas@mitchell-hancock.com,gkolnfbh,5vvhqu,llpmu63n4,0,apple pay,Mastercard,47,0,fulfilled
87,87,harrisnicholas@mitchell-hancock.com,vynq8mn9,o5mg40,1adbjdqx8,0,card,American Express,25,0,fulfilled
88,88,harrisnicholas@mitchell-hancock.com,3qr93r9x,dfwo2l,1adbjdqx8,0,card,American Express,25,0,fulfilled
89,89,harrisnicholas@mitchell-hancock.com,5ccytrgf,dfwo2l,llpmu63n4,0,apple pay,Mastercard,25,1,fulfilled
90,90,davismike@hotmail.com,74rrit1l,j8w6hq,otujzzu3i,1,bitcoin,Diners Club / Carte Blanche,33,0,fulfilled
91,91,davismike@hotmail.com,15adxvt9,vo9fep,otujzzu3i,1,bitcoin,Diners Club / Carte Blanche,48,0,failed
92,92,davismike@hotmail.com,lyq2dt5j,yqijlk,otujzzu3i,1,bitcoin,Diners Club / Carte Blanche,11,0,fulfilled
93,93,davismike@hotmail.com,upzpdr9y,yqijlk,otujzzu3i,1,bitcoin,Diners Club / Carte Blanche,11,1,fulfilled
94,94,natalie98@yahoo.com,c60my23d,ssdsca,kafhtdkmr,0,card,VISA 16 digit,23,0,fulfilled
95,95,karen54@mullins.biz,cw2apg23,xm4p49,4rdcaqhb7,1,card,American Express,38,0,fulfilled
96,96,karen54@mullins.biz,dgx25sxc,w3av5p,4rdcaqhb7,1,card,American Express,12,0,fulfilled
97,97,karen54@mullins.biz,o16cfq48,w3av5p,wlywsk5au,0,card,VISA 16 digit,12,1,fulfilled
98,98,karen54@mullins.biz,r3gj74vr,w3av5p,4rdcaqhb7,1,card,American Express,12,1,fulfilled
99,99,karen54@mullins.biz,n47dl09n,94y9qn,wlywsk5au,0,card,VISA 16 digit,15,1,failed
100,100,karen54@mullins.biz,q8z8feru,94y9qn,wlywsk5au,0,card,VISA 16 digit,15,0,failed
101,101,karen54@mullins.biz,5vwwh56j,h0j383,4rdcaqhb7,1,card,American Express,11,0,fulfilled
102,102,karen54@mullins.biz,lkq1ib9d,8iq07j,wlywsk5au,0,card,VISA 16 digit,39,0,failed
103,103,avaldez@gmail.com,j8cy8qqf,uotwbi,ogeeyw724,0,paypal,Maestro,19,1,fulfilled
104,104,avaldez@gmail.com,n4lw10e3,uotwbi,ogeeyw724,0,paypal,Maestro,19,0,fulfilled
105,105,blackjoel@wright.com,ueos82ny,f3zu8d,jud25x4mo,0,card,Maestro,45,0,fulfilled
106,106,blackjoel@wright.com,p5gx6q9w,kv9he2,jud25x4mo,0,card,Maestro,50,0,fulfilled
107,107,blackjoel@wright.com,2zbevcd8,cs48h5,jud25x4mo,0,card,Maestro,42,0,fulfilled
108,108,blackjoel@wright.com,r1r4ce3k,eonqhv,jud25x4mo,0,card,Maestro,10,0,fulfilled
109,109,blackjoel@wright.com,er8zjgzm,zxk81a,jud25x4mo,0,card,Maestro,30,1,fulfilled
110,110,blackjoel@wright.com,hqtzz2ib,zxk81a,jud25x4mo,0,card,Maestro,30,0,fulfilled
111,111,abigail08@yahoo.com,oquhv695,naiygn,st34e000q,0,card,VISA 16 digit,48,0,failed
112,112,abigail08@yahoo.com,r6c5d2vo,naiygn,st34e000q,0,card,VISA 16 digit,48,1,failed
113,113,abigail08@yahoo.com,1aq5meg1,any2ki,st34e000q,0,card,VISA 16 digit,42,1,pending
114,114,abigail08@yahoo.com,zu65tthv,any2ki,st34e000q,0,card,VISA 16 digit,42,0,pending
115,115,abigail08@yahoo.com,97sqcd6l,l98c04,tfcg9eqwk,1,card,Maestro,29,0,fulfilled
121,121,romerolauren@hotmail.com,xph56a1n,ag3x4z,243b5b285,0,card,VISA 16 digit,32,0,fulfilled
122,122,romerolauren@hotmail.com,nonzx5wh,rn62d8,243b5b285,0,card,VISA 16 digit,36,0,fulfilled
123,123,qramsey@hotmail.com,5hj630hg,x4u7kx,yi3002uzs,0,card,Maestro,14,1,fulfilled
124,124,qramsey@hotmail.com,pz9du9rq,x4u7kx,yi3002uzs,0,card,Maestro,14,0,fulfilled
125,125,qramsey@hotmail.com,fv1q37k3,du631k,uljh0fhae,0,card,VISA 16 digit,15,0,fulfilled
126,126,qramsey@hotmail.com,mh712ehl,eunjto,yi3002uzs,0,card,Maestro,46,0,fulfilled
127,127,qramsey@hotmail.com,7sfult79,mlsqph,yi3002uzs,0,card,Maestro,18,0,fulfilled
128,128,qramsey@hotmail.com,wmbgls2d,pe8fke,yi3002uzs,0,card,Maestro,30,0,failed
131,131,ypruitt@hotmail.com,h7huu8lz,wc0qut,vwdxqd00s,0,card,JCB 15 digit,30,0,fulfilled
132,132,ypruitt@hotmail.com,t55qhcm8,8o9ef7,vwdxqd00s,0,card,JCB 15 digit,38,0,fulfilled
133,133,ypruitt@hotmail.com,bzubcvnz,5pwn81,vwdxqd00s,0,card,JCB 15 digit,49,0,fulfilled
134,134,ypruitt@hotmail.com,qyw32m2v,l72b2v,vwdxqd00s,0,card,JCB 15 digit,29,0,fulfilled
135,135,aweaver@yahoo.com,0exoy858,lly25f,1ov4r2jr5,0,card,VISA 16 digit,20,0,fulfilled
136,136,richard05@hanson-key.org,j3vtxcy9,pkajko,ip4pd9xyu,0,card,Discover,40,0,fulfilled
137,137,paul86@hotmail.com,kuqkfynb,4w6x1p,j6vt0l11e,0,apple pay,JCB 16 digit,44,1,fulfilled
138,138,paul86@hotmail.com,rk0m8roe,4w6x1p,j6vt0l11e,0,apple pay,JCB 16 digit,44,0,fulfilled
139,139,mark02@young.com,rxcql0ld,gkwd8g,w3c453rd8,0,card,Diners Club / Carte Blanche,10,0,fulfilled
140,140,mark02@young.com,aq1qv1td,pypyvi,xci7mpl5h,0,paypal,VISA 16 digit,34,0,fulfilled
141,141,mark02@young.com,w2tqx0ln,pypyvi,xci7mpl5h,0,paypal,VISA 16 digit,34,1,fulfilled
142,142,mark02@young.com,xu7b9kcr,fq1ooh,w3c453rd8,0,card,Diners Club / Carte Blanche,39,0,fulfilled
143,143,mark02@young.com,fn1847f0,qb4l0y,xci7mpl5h,0,paypal,VISA 16 digit,49,0,fulfilled
144,144,brandon58@conner.com,bczklypo,aj6j5x,r0735q7at,0,card,JCB 15 digit,29,0,fulfilled
145,145,brandon58@conner.com,75p8ugk5,gf3kf8,r0735q7at,0,card,JCB 15 digit,25,0,fulfilled
146,146,brandon58@conner.com,p237hz8y,gf3kf8,r0735q7at,0,card,JCB 15 digit,25,1,fulfilled
147,147,brandon58@conner.com,e6vl0gpx,v1sq5r,r0735q7at,0,card,JCB 15 digit,14,1,fulfilled
148,148,brandon58@conner.com,fo3oz01r,v1sq5r,r0735q7at,0,card,JCB 15 digit,14,1,fulfilled
149,149,brandon58@conner.com,fqqaqp6q,v1sq5r,r0735q7at,0,card,JCB 15 digit,14,0,fulfilled
150,150,brandon58@conner.com,lesb2kxu,v1sq5r,r0735q7at,0,card,JCB 15 digit,14,1,fulfilled
151,151,brandon58@conner.com,w3jgb8qt,v1sq5r,r0735q7at,0,card,JCB 15 digit,14,1,fulfilled
162,162,briana34@gmail.com,2gd1xtoz,brzg7e,qkhsgv41q,0,paypal,Maestro,50,0,fulfilled
163,163,briana34@gmail.com,z292pjgq,tex5rp,h2awlopgd,0,apple pay,JCB 16 digit,39,0,fulfilled
164,164,briana34@gmail.com,0xj8t0jz,o2xkjm,qkhsgv41q,0,paypal,Maestro,18,0,fulfilled
165,165,briana34@gmail.com,ji0xd4so,o2xkjm,qkhsgv41q,0,paypal,Maestro,18,1,fulfilled
166,166,briana34@gmail.com,7o924iwu,z11a6h,h2awlopgd,0,apple pay,JCB 16 digit,29,0,fulfilled
167,167,briana34@gmail.com,4bce098o,8id3sg,qkhsgv41q,0,paypal,Maestro,41,1,pending
168,168,briana34@gmail.com,zrro6kto,8id3sg,qkhsgv41q,0,paypal,Maestro,41,0,pending
169,169,jonesandrea@gray.biz,jjnhdzhb,sqfq9g,gxjchyxfz,0,paypal,JCB 16 digit,45,0,fulfilled
170,170,jonesandrea@gray.biz,cmlxddnq,lco8r4,gxjchyxfz,0,paypal,JCB 16 digit,22,0,fulfilled
171,171,jonesandrea@gray.biz,kyzfj2ta,d1mfum,gxjchyxfz,0,paypal,JCB 16 digit,29,0,fulfilled
179,179,nolanalec@yahoo.com,uzxl7bjx,48pqsb,k5n97dkql,0,card,JCB 15 digit,31,0,fulfilled
180,180,nolanalec@yahoo.com,6vdayna1,tprxxg,7am579wop,0,card,Maestro,36,0,fulfilled
181,181,nolanalec@yahoo.com,3rc2nhqf,3j539y,7am579wop,0,card,Maestro,42,0,fulfilled
182,182,nolanalec@yahoo.com,83llpfdj,q4rqn8,7am579wop,0,card,Maestro,35,1,fulfilled
183,183,nolanalec@yahoo.com,rhgbdlfu,q4rqn8,7am579wop,0,card,Maestro,35,0,fulfilled
184,184,spencer77@reid.com,9pqd6ebh,phfc5z,bv4rt0waw,0,card,JCB 16 digit,17,0,fulfilled
185,185,spencer77@reid.com,9udno8l3,phfc5z,bv4rt0waw,0,card,JCB 16 digit,17,1,fulfilled
186,186,spencer77@reid.com,h0heqcju,phfc5z,kvc38kle1,0,card,JCB 16 digit,17,1,fulfilled
187,187,spencer77@reid.com,obe4ky4l,phfc5z,kvc38kle1,0,card,JCB 16 digit,17,1,fulfilled
188,188,spencer77@reid.com,62dks9yz,7g535w,bv4rt0waw,0,card,JCB 16 digit,33,0,failed
190,190,ssmith@levine-harmon.biz,3f97a9jm,9ekv8b,was3bq380,0,card,Voyager,17,0,fulfilled
191,191,ssmith@levine-harmon.biz,qblbbsr6,l4l6tx,k5xriv8co,1,card,Maestro,24,1,fulfilled
192,192,ssmith@levine-harmon.biz,uriznwe8,l4l6tx,was3bq380,0,card,Voyager,24,0,fulfilled
193,193,ssmith@levine-harmon.biz,wpumno5r,y4a3bt,k5xriv8co,1,card,Maestro,35,0,pending
194,194,ssmith@levine-harmon.biz,th1lhv8t,xtmpum,k5xriv8co,1,card,Maestro,32,0,fulfilled
195,195,ssmith@levine-harmon.biz,6qb7pwgb,y50p63,was3bq380,0,card,Voyager,36,1,fulfilled
196,196,ssmith@levine-harmon.biz,cyob52xd,y50p63,k5xriv8co,1,card,Maestro,36,1,fulfilled
197,197,ssmith@levine-harmon.biz,fu5bnafm,y50p63,k5xriv8co,1,card,Maestro,36,1,fulfilled
199,199,dianacook@gmail.com,mivfzxfz,23cqz5,yu71nlc3z,0,card,JCB 16 digit,19,0,failed
200,200,dianacook@gmail.com,xmzhdlhj,23cqz5,yu71nlc3z,0,card,JCB 16 digit,19,1,failed
201,201,dianacook@gmail.com,6nfh2k77,gxeyl2,yu71nlc3z,0,card,JCB 16 digit,20,0,fulfilled
202,202,cookbenjamin@hotmail.com,7p1c81gx,zllwa6,wejtuspvr,0,card,Mastercard,37,1,fulfilled
203,203,cookbenjamin@hotmail.com,odva1tei,zllwa6,wejtuspvr,0,card,Mastercard,37,1,fulfilled
204,204,cookbenjamin@hotmail.com,wxb335un,zllwa6,wejtuspvr,0,card,Mastercard,37,0,fulfilled
205,205,cookbenjamin@hotmail.com,hyknr1f4,znlrfn,wejtuspvr,0,card,Mastercard,14,0,fulfilled
206,206,cookbenjamin@hotmail.com,1qfz6ocd,rl4qc1,wejtuspvr,0,card,Mastercard,49,0,fulfilled
207,207,cookbenjamin@hotmail.com,mctz3wea,6s4aem,wejtuspvr,0,card,Mastercard,43,0,fulfilled
212,212,pattersonphilip@yahoo.com,61k4wiml,wg4ai4,6954oj7dx,0,paypal,JCB 16 digit,18,0,failed
213,213,pattersonphilip@yahoo.com,tuyrl147,dkwhx7,6954oj7dx,0,paypal,JCB 16 digit,16,0,fulfilled
214,214,pattersonphilip@yahoo.com,cattpxq6,5ref00,6954oj7dx,0,paypal,JCB 16 digit,39,0,pending
215,215,pattersonphilip@yahoo.com,kn2hi7mn,4clclj,ujky4teqc,0,card,American Express,37,0,fulfilled
222,222,finleybrianna@yahoo.com,gec3i717,np9ggp,l1qil6tjh,0,card,American Express,44,0,fulfilled
223,223,finleybrianna@yahoo.com,e9cfoezm,8zs126,l1qil6tjh,0,card,American Express,43,1,failed
224,224,finleybrianna@yahoo.com,vln8ddqj,8zs126,l1qil6tjh,0,card,American Express,43,1,failed
225,225,finleybrianna@yahoo.com,20fwt83g,9416gf,l1qil6tjh,0,card,American Express,41,0,fulfilled
226,226,finleybrianna@yahoo.com,203fxp7y,6avmqe,l1qil6tjh,0,card,American Express,16,1,fulfilled
227,227,finleybrianna@yahoo.com,7sajyzm4,6avmqe,l1qil6tjh,0,card,American Express,16,0,fulfilled
228,228,finleybrianna@yahoo.com,ybvvmxmd,6avmqe,l1qil6tjh,0,card,American Express,16,1,fulfilled
241,241,kristaavery@lewis-baird.com,j8eo5x52,g54w0y,gcg213ko9,1,bitcoin,Discover,16,1,fulfilled
245,245,michelleherrera@day.info,r214877d,12l1rw,wovt0cj5c,1,bitcoin,Discover,34,0,fulfilled
246,246,michelleherrera@day.info,36u4g331,pcmaex,wovt0cj5c,1,bitcoin,Discover,43,0,fulfilled
247,247,michelleherrera@day.info,8wozhvp8,pcmaex,wovt0cj5c,1,bitcoin,Discover,43,1,fulfilled
248,248,michelleherrera@day.info,vqceka21,hxwtsb,wovt0cj5c,1,bitcoin,Discover,15,0,failed
249,249,michelleherrera@day.info,ah1qaf4c,nm269f,wovt0cj5c,1,bitcoin,Discover,48,0,fulfilled
250,250,michelleherrera@day.info,pgduytlm,nm269f,wovt0cj5c,1,bitcoin,Discover,48,1,fulfilled
251,251,ijuarez@yahoo.com,pf63pf7p,ghy2in,v6mrj0ec1,0,card,Discover,45,0,fulfilled
252,252,ijuarez@yahoo.com,fjfqyvsq,gltavp,v6mrj0ec1,0,card,Discover,13,0,fulfilled
253,253,ijuarez@yahoo.com,7sb2vztr,7syvmx,v6mrj0ec1,0,card,Discover,14,0,fulfilled
254,254,hughesjonathan@pena.org,ec0xejv1,yqgi4r,644b30jam,0,card,Maestro,49,1,pending
255,255,hughesjonathan@pena.org,uplzo1p7,yqgi4r,rbkqo2mz8,0,card,VISA 16 digit,49,0,pending
256,256,hughesjonathan@pena.org,co2h5f40,owcp3q,rbkqo2mz8,0,card,VISA 16 digit,25,0,fulfilled
257,257,hughesjonathan@pena.org,3kwagzt0,kkj4g4,47ss4xvsx,0,card,Voyager,41,1,fulfilled
258,258,hughesjonathan@pena.org,ggnme3au,kkj4g4,644b30jam,0,card,Maestro,41,0,fulfilled
259,259,hughesjonathan@pena.org,tbc5gpg0,ieo8qr,47ss4xvsx,0,card,Voyager,25,1,fulfilled
260,260,hughesjonathan@pena.org,pne2a081,7wo3i5,rbkqo2mz8,0,card,VISA 16 digit,45,0,failed
261,261,anthony04@gmail.com,ird6quss,czmdey,sdu0pppij,1,card,Maestro,15,0,fulfilled
262,262,anthony04@gmail.com,kr4piaj6,4v3wor,sdu0pppij,1,card,Maestro,34,0,fulfilled
263,263,mgould@yahoo.com,ls23wjjk,i1ews1,p6v42gsjt,0,card,VISA 16 digit,22,0,fulfilled
264,264,mgould@yahoo.com,57digam0,umxpkn,x6zmw4nns,1,card,Diners Club / Carte Blanche,21,1,fulfilled
265,265,mgould@yahoo.com,vvo1vly6,umxpkn,x6zmw4nns,1,card,Diners Club / Carte Blanche,21,0,fulfilled
266,266,mgould@yahoo.com,skhsy75r,2bwa43,p6v42gsjt,0,card,VISA 16 digit,35,0,fulfilled
267,267,mgould@yahoo.com,bph7txfx,9wsbkr,p6v42gsjt,0,card,VISA 16 digit,20,0,fulfilled
268,268,bakersydney@gmail.com,4d21mp0y,r55imo,74rqcnogo,0,card,Voyager,41,0,fulfilled
269,269,bakersydney@gmail.com,06r7dg7q,87w5rm,74rqcnogo,0,card,Voyager,34,1,fulfilled
270,270,bakersydney@gmail.com,nwvqorle,87w5rm,74rqcnogo,0,card,Voyager,34,1,fulfilled
271,271,bakersydney@gmail.com,x8085ani,87w5rm,74rqcnogo,0,card,Voyager,34,0,fulfilled
272,272,bakersydney@gmail.com,5i9fxj2h,knov7s,74rqcnogo,0,card,Voyager,32,0,fulfilled
273,273,udavis@clark.com,i7p3731v,y439xr,2zc5i5g91,0,bitcoin,VISA 16 digit,13,0,fulfilled
274,274,udavis@clark.com,xm6z2ku4,ikr37t,2zc5i5g91,0,bitcoin,VISA 16 digit,10,0,fulfilled
275,275,udavis@clark.com,a1etssuy,3629iw,2zc5i5g91,0,bitcoin,VISA 16 digit,18,0,fulfilled
289,289,rbolton@hotmail.com,hojsrmq7,j5ssnn,aiker5vh0,0,card,Voyager,27,0,fulfilled
290,290,rbolton@hotmail.com,mco06mub,j5ssnn,895soyhh1,0,apple pay,VISA 13 digit,27,1,fulfilled
291,291,rbolton@hotmail.com,lt32c5y7,pgpgct,895soyhh1,0,apple pay,VISA 13 digit,19,0,fulfilled
292,292,rbolton@hotmail.com,izx7ae9w,ywwu92,895soyhh1,0,apple pay,VISA 13 digit,17,0,fulfilled
293,293,rbolton@hotmail.com,nixfmk79,h7m36s,895soyhh1,0,apple pay,VISA 13 digit,27,1,fulfilled
312,312,tayloreric@gmail.com,58xj4057,zwxx7h,ktxquppwn,0,card,Voyager,15,0,failed
313,313,tayloreric@gmail.com,c15e6515,zwxx7h,ktxquppwn,0,card,Voyager,15,1,failed
314,314,tayloreric@gmail.com,90fuwka6,hnm11l,e02yhpn93,1,bitcoin,Discover,16,0,fulfilled
315,315,tayloreric@gmail.com,v2eetof8,oe5ua5,ktxquppwn,0,card,Voyager,39,0,fulfilled
321,321,cindydelgado@gmail.com,1fgz8zng,297izj,47p53nhjt,0,paypal,VISA 16 digit,35,0,failed
322,322,cindydelgado@gmail.com,b13nyxts,4ryti3,47p53nhjt,0,paypal,VISA 16 digit,46,0,fulfilled
323,323,cindydelgado@gmail.com,x73jfun1,1nblrq,47p53nhjt,0,paypal,VISA 16 digit,49,0,fulfilled
324,324,cindydelgado@gmail.com,4o8fq6zf,lgnbul,47p53nhjt,0,paypal,VISA 16 digit,16,0,fulfilled
331,331,watkinscaroline@lewis-haas.com,evap24h5,z4z8pu,zsk2itfp9,0,card,Maestro,11,0,fulfilled
332,332,watkinscaroline@lewis-haas.com,qv0juj5h,kcyceh,zsk2itfp9,0,card,Maestro,27,0,fulfilled
333,333,marissacollins@mckinney.com,3ukr2xo2,r7iurq,5n1znn6g7,0,card,JCB 15 digit,31,1,fulfilled
334,334,marissacollins@mckinney.com,wkk02323,komvqe,5n1znn6g7,0,card,JCB 15 digit,33,0,fulfilled
335,335,marissacollins@mckinney.com,j8pqgvs2,oe260k,5n1znn6g7,0,card,JCB 15 digit,46,0,fulfilled
336,336,marissacollins@mckinney.com,ldrk3iu0,vo6yxx,5n1znn6g7,0,card,JCB 15 digit,12,1,fulfilled
337,337,marissacollins@mckinney.com,u8124k9p,vo6yxx,5n1znn6g7,0,card,JCB 15 digit,12,0,fulfilled
338,338,marissacollins@mckinney.com,ggmerx76,f1ykft,5n1znn6g7,0,card,JCB 15 digit,32,0,fulfilled
341,341,thernandez@johnson-quinn.com,gaxk9rqy,tnx3nb,5dcw1pvfp,0,card,VISA 16 digit,14,0,fulfilled
342,342,thernandez@johnson-quinn.com,m8r6hniu,un1swp,5dcw1pvfp,0,card,VISA 16 digit,22,0,fulfilled
343,343,emilyroberts@hotmail.com,65kax9bv,8hzrs6,k3j0csvbi,1,paypal,JCB 16 digit,22,0,pending
344,344,emilyroberts@hotmail.com,jydc0igm,lv7bgj,k3j0csvbi,1,paypal,JCB 16 digit,14,0,fulfilled
368,368,kathleenlee@yahoo.com,fkoqiy81,uz0oa1,qr7kuc1gm,0,apple pay,American Express,41,0,fulfilled
369,369,kathleenlee@yahoo.com,xszxv6w1,5vu69a,qr7kuc1gm,0,apple pay,American Express,10,0,pending
370,370,kathleenlee@yahoo.com,9masuhff,mpwhj2,qr7kuc1gm,0,apple pay,American Express,38,0,fulfilled
371,371,kathleenlee@yahoo.com,nl649qu5,mpwhj2,1uzbo147p,0,card,Diners Club / Carte Blanche,38,1,fulfilled
372,372,kathleenlee@yahoo.com,ah0args9,qvbjir,qr7kuc1gm,0,apple pay,American Express,32,1,fulfilled
373,373,kathleenlee@yahoo.com,ezx663wg,qvbjir,t9ilu4ywl,0,card,Diners Club / Carte Blanche,32,0,fulfilled
374,374,benjamin19@gmail.com,xduef3wa,d2szgv,i7h51ufsw,1,card,VISA 16 digit,18,0,fulfilled
375,375,benjamin19@gmail.com,g0v9a6i2,xmaldl,3y1i3h6rv,0,paypal,Discover,11,1,fulfilled
376,376,benjamin19@gmail.com,nm7oqe4d,xmaldl,i7h51ufsw,1,card,VISA 16 digit,11,0,fulfilled
